Marvel's+The+Avengers,,,,,,,,,,,,
Goon, 2012–, 07 Feb 2012, English, N/A, N/A, N/A, 7.0, N/A, tt2327867, 17, Thriller, N/A
Ruby Sparks, 2012, 6 Sep 2012, English, 104, Zoe Kazan, Jonathan Dayton  Valerie Faris, 7.2, R, tt1839492, 68909, Comedy  Drama  Fantasy, 1 win & 9 nominations.
Ice Age: Continental Drift, 2012, 13 Jul 2012, English, 88, Michael Berg (screenplay)  Jason Fuchs (screenplay)  Michael Berg (story)  Lori Forte (story), Steve Martino  Mike Thurmeier, 6.7, PG, tt1667889, 120464, Animation  Adventure  Comedy, 2 wins & 10 nominations.
The Watch, 2012, 27 Jul 2012, English, 102, Jared Stern  Seth Rogen  Evan Goldberg, Akiva Schaffer, 5.7, R, tt1298649, 93200, Action  Comedy  Sci-Fi, 2 nominations.
V/H/S, 2012, 6 Sep 2012, English, 116, Brad Miska (concept)  Simon Barrett  David Bruckner  Nicholas Tecosky  Ti West  Glenn McQuaid  Simon Barrett  Radio Silence  Matt Bettinelli-Olpin  Tyler Gillett  Justin Martinez  Chad Villella, Matt Bettinelli-Olpin  David Bruckner  Tyler Gillett  Justin Martinez  Glenn McQuaid  Radio Silence  Joe Swanberg  Chad Villella  Ti West  Adam Wingard, 5.8, R, tt2105044, 37302, Horror  Thriller, 3 nominations.
Dr.+Seuss’+the+Lorax,,,,,,,,,,,,
Liberal Arts, 2012, 5 Oct 2012, English, 97, Josh Radnor, Josh Radnor, 6.8, PG-13, tt1872818, 24162, Comedy  Drama, 2 nominations.
Iron Sky, 2012, 4 Apr 2012, English, 93, Jarmo Puskala (original concept)  Johanna Sinisalo (based on a story by)  Michael Kalesniko (screenplay)  Timo Vuorensola (screenplay), Timo Vuorensola, 6.0, R, tt1034314, 73599, Action  Comedy  Sci-Fi, 4 wins & 1 nomination.
Deadfall, 2012, 9 Nov 2012, English, 95, Zach Dean, Stefan Ruzowitzky, 6.3, R, tt1667310, 29232, Crime  Drama  Thriller, N/A
Silent House, 2012, 1 Aug 2012, English, 2, Ryan Harrison, Ryan Harrison, N/A, N/A, tt3462264, N/A, Short  Horror, N/A
Killer+Joe,,,,,,,,,,,,
Piranha 3DD, 2012, 11 May 2012, English, 83, Patrick Melton  Marcus Dunstan  Joel Soisson  Pete Goldfinger (characters)  Josh Stolberg (characters), John Gulager, 3.8, R, tt1714203, 28815, Comedy  Horror, 3 wins & 3 nominations.
House at the End of the Street, 2012, 21 Sep 2012, English, 101, David Loucka (screenplay)  Jonathan Mostow (story), Mark Tonderai, 5.6, PG-13, tt1582507, 52144, Horror  Mystery  Thriller, 2 wins & 3 nominations.
Solomon+Kane,,,,,,,,,,,,
Olga Kay Goes Haywire, 2012, 13 Jan 2012, English, N/A, N/A, Damon O'Steen, 7.2, N/A, tt2138062, 23, Short  Thriller, N/A
Hit and Run, 2012, 22 Aug 2012, English, 100, Dax Shepard, David Palmer  Dax Shepard, 6.1, R, tt2097307, 27125, Action  Comedy  Romance, 1 win.
The Raven, 2012, 27 Apr 2012, English, 110, Hannah Shakespeare  Ben Livingston, James McTeigue, 6.4, R, tt1486192, 67565, Crime  Mystery  Thriller, 4 nominations.
Trouble with the Curve, 2012, 21 Sep 2012, English, 111, Randy Brown, Robert Lorenz, 6.8, PG-13, tt2083383, 43282, Drama  Sport, 2 wins & 1 nomination.
Stolen, 2012, 6 Sep 2012, English, 96, David Guggenheim, Simon West, 5.5, R, tt1656186, 32959, Action  Crime  Drama, N/A
Hitchcock, 2012, 14 Dec 2012, English, 98, John J. McLaughlin (screenplay)  Stephen Rebello (book), Sacha Gervasi, 6.9, PG-13, tt0975645, 54510, Biography  Drama, Nominated for 1 Oscar. Another 5 wins & 21 nominations.
Abraham Lincoln: Vampire Hunter, 2012, 22 Jun 2012, English, 105, Seth Grahame-Smith (screenplay)  Seth Grahame-Smith (based on the novel by), Timur Bekmambetov, 6.0, R, tt1611224, 117444, Action  Fantasy  Horror, 1 nomination.
Seeking a Friend for the End of the World, 2012, 22 Jun 2012, English, 101, Lorene Scafaria, Lorene Scafaria, 6.7, R, tt1307068, 74571, Comedy  Drama  Romance, 4 nominations.
Perfect Sense: Pure Perfection - Making Perfect Sense, 2012, 30 Jan 2012, English, 17, N/A, Calum Waddell, N/A, N/A, tt2562952, N/A, Documentary  Short, N/A
Blue Lagoon: The Awakening, 2012, 16 Jun 2012, English, 85, Henry De Vere Stacpoole (based on the novel by)  Matt Heller (teleplay by)  Heather Rutman (teleplay by), Mikael Salomon, 5.8, N/A, tt2287663, 7835, Adventure  Drama  Romance, N/A
The Sessions, 2012, 16 Nov 2012, English, 95, Ben Lewin (written for the screen by)  Mark O'Brien (article), Ben Lewin, 7.2, R, tt1866249, 33710, Biography  Comedy  Drama, Nominated for 1 Oscar. Another 21 wins & 50 nominations.
Hick,,,,,,,,,,,,
Bernie,,,,,,,,,,,,
Bachelorette, 2012, 6 Sep 2012, English, 87, Leslye Headland (screenplay)  Leslye Headland (based on the play by), Leslye Headland, 5.3, R, tt1920849, 33013, Comedy  Romance, 1 win & 1 nomination.
Madagascar 3: Europe's Most Wanted, 2012, 8 Jun 2012, English, 93, Eric Darnell (screenplay)  Noah Baumbach (screenplay), Eric Darnell  Tom McGrath  Conrad Vernon, 7.0, PG, tt1277953, 99945, Animation  Adventure  Comedy, 1 win & 21 nominations.
Parental Guidance, 2012, 25 Dec 2012, English, 105, Lisa Addario  Joe Syracuse, Andy Fickman, 6.0, PG, tt1047540, 19519, Comedy  Family, 1 win & 3 nominations.
Man on a Ledge, 2012, 27 Jan 2012, English, 102, Pablo F. Fenjves, Asger Leth, 6.6, PG-13, tt1568338, 115376, Action  Crime  Thriller, 1 nomination.
Contraband, 2012, 13 Jan 2012, English, 109, Aaron Guzikowski (screenplay)  Arnaldur Indriðason (film "Reykjavik-Rotterdam")  Óskar Jónasson (film "Reykjavik-Rotterdam"), Baltasar Kormákur, 6.5, R, tt1524137, 94017, Action  Crime  Drama, N/A
Sean and Melissa: 10 Years Later, 2012, 23 Jan 2012, English, 60, Tom Logan, Tom Logan, 8.0, N/A, tt2177711, 103, Documentary, N/A
Detachment,,,,,,,,,,,,
To Rome with Love, 2012, 6 Jul 2012, English, 112, Woody Allen, Woody Allen, 6.3, R, tt1859650, 59332, Comedy  Romance, 1 win & 5 nominations.
For a Good Time  Call..., 2012, 2 Nov 2012, English, 85, Lauren Miller  Katie Anne Naylon, Jamie Travis, 6.0, R, tt1996264, 11409, Comedy, N/A
The Apparition, 2012, 24 Aug 2012, English, 82, Todd Lincoln, Todd Lincoln, 4.1, PG-13, tt1433822, 14928, Horror  Thriller, 1 win.
Act of Valor, 2012, 24 Feb 2012, English, 110, Kurt Johnstad, Mike McCoy  Scott Waugh, 6.5, R, tt1591479, 53769, Action  Thriller  War, Nominated for 1 Golden Globe. Another 1 win & 6 nominations.
Safe, 2012, 27 Apr 2012, English, 94, Boaz Yakin, Boaz Yakin, 6.5, R, tt1656190, 71770, Action  Crime  Thriller, 2 nominations.
Take Me Home, 2012, 1 Dec 2012, English, N/A, Nair Archawattana, Nair Archawattana, N/A, N/A, tt4500018, N/A, Short  Family, N/A
Margaret Thatcher: The Iron Lady, 2012, 24 Aug 2012, English, 90, N/A, Alan Byron, 7.0, N/A, tt2609790, 48, Biography, N/A
Great Expectations, 2012, 8 Nov 2013, English, 128, David Nicholls (screenplay)  Charles Dickens (novel), Mike Newell, 6.4, PG-13, tt1836808, 7635, Drama  Romance, Nominated for 1 BAFTA Film Award. Another 2 wins & 5 nominations.
The Possession, 2012, 31 Aug 2012, English, 92, Juliet Snowden  Stiles White  Leslie Gornstein (article), Ole Bornedal, 5.9, PG-13, tt0431021, 42376, Horror  Thriller, 1 win & 4 nominations.
Starlet, 2012, 9 May 2013, English, 103, Sean Baker  Chris Bergoch, Sean Baker, 6.7, NOT RATED, tt2035630, 3591, Drama, 5 wins & 4 nominations.
Red Lights, 2012, 2 Mar 2012, English, 114, Rodrigo Cortés, Rodrigo Cortés, 6.2, R, tt1748179, 43803, Drama  Mystery  Thriller, 2 nominations.
Now Is Good, 2012, 19 Sep 2012, English, 103, Jenny Downham (based on the book "Before I Die" by)  Ol Parker, Ol Parker, 7.2, PG-13, tt1937264, 22784, Drama  Romance, 4 wins & 1 nomination.
Headhunters,,,,,,,,,,,,
Beasts of the Southern Wild, 2012, 5 Jul 2012, English, 93, Lucy Alibar (screenplay)  Benh Zeitlin (screenplay)  Lucy Alibar (stage play "Juicy and Delicious"), Benh Zeitlin, 7.3, PG-13, tt2125435, 64227, Drama  Fantasy, Nominated for 4 Oscars. Another 93 wins & 103 nominations.
Lockout, 2012, 13 Apr 2012, English, 95, Stephen St. Leger (screenplay)  James Mather (screenplay)  Luc Besson (screenplay)  Luc Besson (original idea), James Mather  Stephen St. Leger, 6.1, PG-13, tt1592525, 75635, Action  Drama  Sci-Fi, 1 nomination.
Premium Rush, 2012, 24 Aug 2012, English, 91, David Koepp  John Kamps, David Koepp, 6.5, PG-13, tt1547234, 86495, Action  Crime  Thriller, 1 win & 5 nominations.
Alex Cross, 2012, 19 Oct 2012, English, 101, Marc Moss (screenplay)  Kerry Williamson (screenplay)  James Patterson (based on the novel "Cross" by), Rob Cohen, 5.1, PG-13, tt1712170, 26071, Action  Crime  Mystery, 5 nominations.
Chasing Mavericks, 2012, 26 Oct 2012, English, 116, Kario Salem (screenplay)  Jim Meenaghan (story)  Brandon Hooper (story), Michael Apted  Curtis Hanson, 7.1, PG, tt1629757, 21403, Biography  Drama  Sport, N/A
The Hunter, 2012, 1 May 2012, N/A, 3, N/A, Catherine Phanthamany, N/A, N/A, tt2309858, N/A, Animation  Short  Adventure  Family  Fantasy, N/A
Tomorrow,+When+the+War+Began,,,,,,,,,,,,
The+Secret+World+of+Arrietty,,,,,,,,,,,,
The Cold Light of Day, 2012, 7 Sep 2012, English, 93, Scott Wiper  John Petro, Mabrouk El Mechri, 4.9, PG-13, tt1366365, 25957, Action  Thriller, 2 nominations.
The Campaign, 2012, 10 Aug 2012, English, 85, Chris Henchy (screenplay)  Shawn Harwell (screenplay)  Adam McKay (story)  Chris Henchy (story)  Shawn Harwell (story), Jay Roach, 6.2, R, tt1790886, 97617, Comedy, 2 wins & 5 nominations.
Stories We Tell, 2012, 17 Jan 2013, English, 108, Sarah Polley  Michael Polley (narration), Sarah Polley, 7.6, PG-13, tt2366450, 7891, Documentary, 27 wins & 30 nominations.
God+Bless+America,,,,,,,,,,,,
Chernobyl Diaries, 2012, 25 May 2012, English, 86, Oren Peli (screenplay)  Carey Van Dyke (screenplay)  Shane Van Dyke (screenplay)  Oren Peli (story), Bradley Parker, 5.0, R, tt1991245, 48332, Horror  Thriller, 1 nomination.
Peace,+Love+and+Misunderstanding,,,,,,,,,,,,
One for the Money, 2012, 27 Jan 2012, English, 91, Stacy Sherman (screenplay)  Karen Ray (screenplay)  Liz Brixius (screenplay)  Janet Evanovich (novel), Julie Anne Robinson, 5.3, PG-13, tt1598828, 31022, Action  Comedy  Crime, 1 win & 1 nomination.
The Seasoning House, 2012, 21 Jun 2013, English, 90, Paul Hyett  Conal Palmer  Adrian Rigelsford  Helen Solomon (original idea), Paul Hyett, 6.1, N/A, tt1555093, 5389, Drama  Thriller, 2 wins.
ParaNorman, 2012, 17 Aug 2012, English, 92, Chris Butler, Chris Butler  Sam Fell, 7.0, PG, tt1623288, 64414, Animation  Adventure  Comedy, Nominated for 1 Oscar. Another 24 wins & 35 nominations.
Smiley, 2012, 12 Oct 2012, English, 95, Ezra Cooperstein (story)  Michael J. Gallagher  Glasgow Phillips, Michael J. Gallagher, 3.5, R, tt2025667, 6233, Horror, 1 nomination.
Gone, 2012, 24 Feb 2012, English, 94, Allison Burnett, Heitor Dhalia, 5.9, PG-13, tt1838544, 31303, Drama  Mystery  Thriller, N/A
Gambit, 2012, 21 Nov 2012, English, 89, Joel Coen (screenplay)  Ethan Coen (screenplay)  Sidney Carroll (short story), Michael Hoffman, 5.7, PG-13, tt0404978, 15703, Comedy  Crime, N/A
Albert+Nobbs,,,,,,,,,,,,
Celebrity Sex Tape, 2012, 2 Feb 2012, English, 87, Jonathan Haug (screenplay)  Patrick Sheehan (screenplay)  Matt Short (screenplay), Scott Wheeler, 2.9, UNRATED, tt2136808, 1988, Comedy, N/A
Crossing the Divide, 2012, 8 Oct 2012, Sign Languages, 16, Cathy Heffernan, Cathy Heffernan, N/A, N/A, tt2352342, N/A, Documentary  Short, N/A
Red Tails, 2012, 20 Jan 2012, English, 125, John Ridley (story)  John Ridley (screenplay)  Aaron McGruder (screenplay)  John B. Holway (book), Anthony Hemingway, 5.9, PG-13, tt0485985, 26560, Action  Adventure  Drama, 2 wins & 9 nominations.
Two Little Boys, 2012, 20 Sep 2012, English, 108, Duncan Sarkies (screenplay)  Robert Sarkies (screenplay), Robert Sarkies, 5.7, N/A, tt1792643, 668, Comedy, 1 win & 6 nominations.
The+Flowers+of+War,,,,,,,,,,,,
Hysteria, 2012–, 13 Feb 2012, English, 6, N/A, N/A, 8.4, N/A, tt2245729, 7, Thriller, N/A
Salmon Fishing in the Yemen: The Fisherman in the Middle East, 2012, 17 Jul 2012, English, 3, N/A, N/A, 5.4, N/A, tt2574518, 7, Documentary  Short, N/A
Diary of a Wimpy Kid: Dog Days, 2012, 3 Aug 2012, English, 94, Maya Forbes (screenplay)  Wallace Wolodarsky (screenplay)  Jeff Kinney (based upon the book by), David Bowers, 6.4, PG, tt2023453, 13575, Comedy  Family, 2 wins & 8 nominations.
People Like Us, 2012, 29 Jun 2012, English, 114, Alex Kurtzman  Roberto Orci  Jody Lambert, Alex Kurtzman, 7.1, PG-13, tt1716777, 31320, Drama, N/A
The Hole, 2012, N/A, N/A, N/A, Omer Fener, Omer Fener, N/A, N/A, tt2326015, N/A, Short  Drama, N/A
Arbitrage, 2012, 14 Sep 2012, English, 107, Nicholas Jarecki, Nicholas Jarecki, 6.6, R, tt1764183, 37771, Drama  Thriller, Nominated for 1 Golden Globe. Another 3 wins & 4 nominations.
Take+This+Waltz,,,,,,,,,,,,
Danny & the Deep Blue Sea, 2012, 17 Sep 2012, English, N/A, N/A, Marta Carracedo, N/A, N/A, tt3763792, N/A, Short, N/A
The Odd Life of Timothy Green, 2012, 15 Aug 2012, English, 105, Peter Hedges (screenplay)  Ahmet Zappa (story), Peter Hedges, 6.6, PG, tt1462769, 33907, Comedy  Drama  Family, 1 win & 7 nominations.
The Guilt Trip, 2012, 19 Dec 2012, English, 95, Dan Fogelman, Anne Fletcher, 5.8, PG-13, tt1694020, 27566, Comedy  Drama, 1 nomination.
My Awkward Sexual Adventure, 2012, 21 Feb 2013, English, 98, Jonas Chernick, Sean Garrity, 6.1, NOT RATED, tt2112210, 6425, Comedy  Romance, 4 wins & 8 nominations.
The+Loved+Ones,,,,,,,,,,,,
Fun Size, 2012, 26 Oct 2012, English, 86, Max Werner, Josh Schwartz, 5.4, PG-13, tt1663143, 9979, Comedy, N/A
Paranormal Activity 4, 2012, 19 Oct 2012, English, 88, Christopher Landon (screenplay)  Chad Feehan (story)  Oren Peli (film "Paranormal Activity"), Henry Joost  Ariel Schulman, 4.5, R, tt2109184, 44770, Horror, 2 wins.
Frankenweenie, 2012, 5 Oct 2012, English, 87, Leonard Ripps  Tim Burton (original idea)  John August (screenplay), Tim Burton, 7.0, PG, tt1142977, 64205, Animation  Comedy  Family, Nominated for 1 Oscar. Another 17 wins & 36 nominations.
The Collection, 2012, 30 Nov 2012, English, 82, Patrick Melton (based on characters created by)  Marcus Dunstan (based on characters created by)  Patrick Melton  Marcus Dunstan, Marcus Dunstan, 6.1, R, tt1748227, 32264, Horror  Thriller, N/A
Amour, 2012, 20 Sep 2012, French, 127, Michael Haneke (screenplay), Michael Haneke, 7.8, PG-13, tt1602620, 62117, Drama  Romance, Won 1 Oscar. Another 83 wins & 79 nominations.
Playing for Keeps, 2012, 7 Dec 2012, English, 105, Robbie Fox, Gabriele Muccino, 5.7, PG-13, tt1540128, 21249, Comedy  Romance  Sport, 3 nominations.
Cosmopolis, 2012, 25 May 2012, English, 109, David Cronenberg (screenplay)  Don DeLillo (novel), David Cronenberg, 5.0, R, tt1480656, 34606, Drama  Thriller, 3 wins & 12 nominations.
Wolf Children, 2012, 21 Jul 2012, Japanese, 117, Mamoru Hosoda (story)  Mamoru Hosoda (screenplay)  Satoko Okudera (screenplay), Mamoru Hosoda, 8.2, PG, tt2140203, 11583, Animation  Drama  Family, 18 wins & 6 nominations.
Celeste+and+Jesse+Forever,,,,,,,,,,,,
Girls Gone Dead, 2012, 28 Mar 2012, English, 104, Ryan Dee (story)  Michael Hoffman Jr. (story)  Meghan Jones (screenplay), Michael Hoffman Jr.  Aaron T. Wells, 3.5, R, tt1884318, 1827, Comedy  Horror, N/A
Save the Date, 2012, 8 Nov 2012, English, 97, Jeffrey Brown  Michael Mohan  Egan Reich (screenplay), Michael Mohan, 5.7, R, tt1965065, 4673, Comedy  Romance, 3 wins & 2 nominations.
Freeheld,,,,,,,,,,,,
Easy Money, 2012, N/A, English, 16, Anthony Ajaero (story)  Anthony Ajaero, Anthony Ajaero, N/A, N/A, tt2399513, N/A, Short  Comedy  Drama, N/A
Mine Games, 2012, 16 Sep 2014, English, 92, Robert Cross (story)  Michele Davis-Gray  Richard Gray (story)  Richard Gray  Ross McQueen (story)  Ross McQueen, Richard Gray, 5.2, N/A, tt1928337, 1448, Mystery  Sci-Fi  Thriller, N/A
Coriolanus,,,,,,,,,,,,
Ds2dio 360, 2012–, 07 Aug 2012, English, N/A, N/A, N/A, 5.2, N/A, tt2490150, 6, N/A, N/A
You+May+Not+Kiss+the+Bride,,,,,,,,,,,,
The Magic of Belle Isle, 2012, 6 Jul 2012, English, 109, Guy Thomas, Rob Reiner, 7.0, PG, tt1839654, 10737, Comedy  Drama, 1 nomination.
Peanut Butter Sandwich, 2012, N/A, English, 3, William Ellis, William Ellis, N/A, N/A, tt2388727, N/A, Short  Drama  Family, N/A
Bullhead,,,,,,,,,,,,
Robot+and+Frank,,,,,,,,,,,,
Compliance, 2012, 26 Sep 2012, English, 90, Craig Zobel, Craig Zobel, 6.4, R, tt1971352, 21530, Crime  Drama  Thriller, 13 wins & 24 nominations.
The Pirates! Band of Misfits, 2012, 27 Apr 2012, English, 88, Gideon Defoe (book)  Gideon Defoe (screenplay), Peter Lord  Jeff Newitt, 6.7, PG, tt1937396, 34227, Animation  Adventure  Comedy, Nominated for 1 Oscar. Another 1 win & 15 nominations.
A+Little+Bit+of+Heaven,,,,,,,,,,,,
It's Such a Beautiful Day, 2012, 24 Aug 2012, English, 62, Don Hertzfeldt, Don Hertzfeldt, 8.4, N/A, tt2396224, 2406, Animation  Comedy  Drama, 2 wins & 2 nominations.
Being Flynn, 2012, 19 Apr 2012, English, 102, Paul Weitz  Nick Flynn (book), Paul Weitz, 6.4, R, tt0455323, 12478, Drama, N/A
The+Lost+Symbol,,,,,,,,,,,,
The+Snowtown+Murders,,,,,,,,,,,,
The Liability, 2012, 17 May 2013, English, 82, John Wrathall, Craig Viveiros, 5.9, R, tt2081437, 5689, Comedy  Crime  Thriller, N/A
This+Must+Be+the+Place,,,,,,,,,,,,
Log vs. the Space Intruders, 2012, N/A, English, 12, Steve Monosson, N/A, N/A, N/A, tt2306627, N/A, Animation  Short  Comedy, N/A
Your+Sister's+Sister,,,,,,,,,,,,
Nobody Walks, 2012, 6 Sep 2012, English, 83, Lena Dunham  Ry Russo-Young, Ry Russo-Young, 5.4, R, tt1907731, 3651, Drama, 4 nominations.
Holy Motors, 2012, 4 Jul 2012, French, 115, Leos Carax (screenplay), Leos Carax, 7.1, NOT RATED, tt2076220, 25659, Drama, 34 wins & 53 nominations.
Wuthering+Heights,,,,,,,,,,,,
Hope Springs, 2012, 8 Aug 2012, English, 100, Vanessa Taylor, David Frankel, 6.3, PG-13, tt1535438, 30938, Comedy  Drama  Romance, Nominated for 1 Golden Globe. Another 2 wins & 2 nominations.
The Tall Man, 2012, 5 Sep 2012, English, 106, Pascal Laugier, Pascal Laugier, 6.0, R, tt1658837, 28347, Crime  Drama  Horror, 3 wins & 3 nominations.
Friends+with+Kids,,,,,,,,,,,,
When the Lights Went Out, 2012, 14 Sep 2012, English, 86, Pat Holden, Pat Holden, 5.3, N/A, tt1743993, 3405, Horror, 1 nomination.
Laurence Anyways, 2012, 28 Jun 2013, French, 168, Xavier Dolan, Xavier Dolan, 7.6, NOT RATED, tt1650048, 7618, Drama  Romance, 19 wins & 44 nominations.
Lovely+Molly,,,,,,,,,,,,
Little+Birds,,,,,,,,,,,,
StreetDance 2, 2012, 30 Mar 2012, English, 85, Jane English (characters), Max Giwa  Dania Pasquini, 5.7, N/A, tt1718903, 6163, Drama  Music  Romance, N/A
Joyful Noise, 2012, 13 Jan 2012, English, 118, Todd Graff, Todd Graff, 5.6, PG-13, tt1710396, 5965, Comedy  Music, 1 nomination.
A Thousand Words, 2012, 9 Mar 2012, English, 91, Steve Koren, Brian Robbins, 5.9, PG-13, tt0763831, 27379, Comedy  Drama, 3 nominations.
The Body, 2012, 21 Dec 2012, Spanish, 108, Oriol Paulo (screenplay)  Lara Sendim (screenplay), Oriol Paulo, 7.4, N/A, tt1937149, 11003, Mystery  Thriller, 1 win & 9 nominations.
Lay the Favorite, 2012, 22 Jun 2012, English, 94, D.V. DeVincentis (screenplay)  Beth Raymer (memoir), Stephen Frears, 4.8, R, tt1132449, 7800, Comedy  Drama, N/A
Seeking+Justice,,,,,,,,,,,,
Sound+of+My+Voice,,,,,,,,,,,,
Boy, 2012, 29 Sep 2012, Dutch, 48, Cecilie Levy, Tami Ravid, 5.7, N/A, tt2445032, 22, Drama, N/A
Bad Ass, 2012, 13 Aug 2012, English, 90, Craig Moss  Elliot Tishman, Craig Moss, 5.5, R, tt1928330, 14182, Action  Comedy  Crime, N/A
Twixt,,,,,,,,,,,,
The+Sex+of+the+Angels,,,,,,,,,,,,
The+Oranges,,,,,,,,,,,,
Casa de mi Padre, 2012, 11 May 2012, Spanish, 84, Andrew Steele  Eva Maria Peters (dubbing dialogue), Matt Piedmont, 5.5, R, tt1702425, 15819, Comedy  Western, 2 wins & 5 nominations.
Goats, 2012, 24 Jan 2012, English, 94, Mark Poirier (novel)  Mark Poirier (screenplay), Christopher Neil, 5.9, R, tt1577052, 3835, Comedy, N/A
Mother's Day, 2012, N/A, English, 11, Zakim Nuraney  Ramiya Pushparajah, Zakim Nuraney  Ramiya Pushparajah, 6.3, N/A, tt2938436, 7, Short  Drama, N/A
Jeff+Who+Lives+at+Home,,,,,,,,,,,,
Cleanskin, 2012, 11 Sep 2012, English, 108, Hadi Hajaig, Hadi Hajaig, 6.3, NOT RATED, tt1598873, 16360, Crime  Drama  Thriller, N/A
Grave Encounters 2, 2012, 2 Oct 2012, English, 95, The Vicious Brothers  Stuart Ortiz  Colin Minihan, John Poliquin, 5.1, NOT RATED, tt2231554, 14068, Horror, N/A
Special Forces, 2012, 1 Jun 2012, English, 100, Cianan Allen Meyer  Griffin McPherson  Cayden Squires, Cianan Allen Meyer, 5.2, N/A, tt2275959, 22, Action  Adventure  Comedy, N/A
Amber Alert, 2012, 2 Nov 2012, English, 80, Kerry Bellessa  Joshua Oram, Kerry Bellessa, 4.4, R, tt2093944, 1942, Horror  Thriller, N/A
Bel Ami, 2012, 9 Mar 2012, English, 102, Guy de Maupassant (novel)  Rachel Bennette (screenplay), Declan Donnellan  Nick Ormerod, 5.4, R, tt1440732, 14436, Drama  History  Romance, N/A
Universal Soldier: Day of Reckoning, 2012, 25 Oct 2012, English, 114, John Hyams (screenplay)  Doug Magnuson (screenplay)  Jon Greenhalgh (screenplay)  John Hyams (story)  Moshe Diamant (story)  Richard Rothstein (characters)  Christopher Leitch (characters)  Dean Devlin (characters), John Hyams, 5.0, R, tt1659343, 14651, Action  Horror  Mystery, N/A
L!fe+Happens,,,,,,,,,,,,
Detention, 2012, 4 Mar 2012, English, 20, Peter Jurt, Claudia Jurt  Peter Jurt, 5.4, N/A, tt2304595, 72, Short  Comedy, N/A
The Day, 2012, N/A, N/A, 11, Sun-Uk Park (story)  Sun-Uk Park, Sun-Uk Park, N/A, N/A, tt2760824, N/A, Animation  Short  Sci-Fi, N/A
Vamps, 2012, 2 Nov 2012, English, 92, Amy Heckerling (screenplay), Amy Heckerling, 5.1, PG-13, tt1545106, 6652, Comedy  Horror  Romance, N/A
The Devil Inside, 2012, 6 Jan 2012, English, 83, William Brent Bell  Matthew Peterman, William Brent Bell, 4.1, R, tt1560985, 28544, Horror, 3 wins & 2 nominations.
Transit, 2012, 20 Apr 2012, English, 88, Michael Gilvary, Antonio Negret, 5.8, R, tt1059836, 8323, Action  Crime  Thriller, N/A
The Frozen, 2012, 10 Oct 2012, English, 95, Andrew Hyatt, Andrew Hyatt, 4.2, PG-13, tt2363439, 1264, Horror  Thriller, N/A
Tráiganme+la+cabeza+de+la+mujer+metralleta,,,,,,,,,,,,
Smashed, 2012, 14 Dec 2012, English, 81, Susan Burke  James Ponsoldt, James Ponsoldt, 6.8, R, tt2063781, 11386, Drama, 9 nominations.
Wild Bill's Run, 2012, 12 Oct 2012, English, 60, N/A, Mike Scholtz, 8.5, N/A, tt2082507, 39, Documentary  Adventure  Biography, 1 win & 1 nomination.
Tengo ganas de ti: Making Of, 2012, 6 Nov 2012, Spanish, N/A, Martin Samper, Martin Samper, 7.3, N/A, tt2560560, 125, Documentary, N/A
The Bay, 2012, 21 Nov 2012, English, 84, Michael Wallach (screenplay)  Barry Levinson (story)  Michael Wallach (story), Barry Levinson, 5.6, R, tt1713476, 17885, Horror  Sci-Fi  Thriller, 2 wins.
Barfi!, 2012, 14 Sep 2012, Hindi, 151, Anurag Basu (story)  Tani Basu (story)  Sanjeev Dutta (dialogue), Anurag Basu, 8.3, NOT RATED, tt2082197, 42925, Adventure  Comedy  Drama, 34 wins & 21 nominations.
Bait+3D,,,,,,,,,,,,
Beyond+the+Black+Rainbow,,,,,,,,,,,,
Rampart,,,,,,,,,,,,
The Babymakers, 2012, 24 Aug 2012, English, 95, Peter Gaulke  Gerry Swallow, Jay Chandrasekhar, 4.9, R, tt0835418, 6845, Comedy, N/A
3,2,1...Frankie+Go+Boom,,,,,,,,,,,,
Hyde Park on Hudson, 2012, 1 Feb 2013, English, 94, Richard Nelson, Roger Michell, 5.8, R, tt1477855, 8291, Biography  Comedy  Drama, Nominated for 1 Golden Globe. Another 2 wins & 3 nominations.
Barricade, 2012, 25 Sep 2012, English, 82, Michaelbrent Collings, Andrew Currie, 4.4, PG-13, tt1861279, 2130, Horror  Mystery  Thriller, N/A
The+Good+Doctor,,,,,,,,,,,,
Albatross: A Love Story, 2012, N/A, English, 15, Simon Warwick Green, Simon Warwick Green, N/A, N/A, tt2356880, N/A, Short  Comedy  Drama, N/A
ATM, 2012, 2 Mar 2012, English, 90, Chris Sparling (screenplay), David Brooks, 4.6, R, tt1603257, 16800, Horror  Thriller, N/A
Jack+and+Diane,,,,,,,,,,,,
Mister+Pip,,,,,,,,,,,,
The+Decoy+Bride,,,,,,,,,,,,
Kill 'em All, 2012, 1 Apr 2013, English, 86, Ken Miller, Raimund Huber, 4.4, N/A, tt1928335, 1070, Action  Crime  Thriller, N/A
[REC] 3: Genesis, 2012, 30 Mar 2012, Spanish, 80, Luiso Berdejo  David Gallart  Paco Plaza, Paco Plaza, 5.1, R, tt1649444, 22383, Horror  Romance, 3 wins & 6 nominations.
Not Fade Away, 2012, 19 Jul 2013, English, 112, David Chase, David Chase, 6.0, R, tt1230215, 3352, Drama, 3 wins & 2 nominations.
