The Secret Life of Bees, 2008, 17 Oct 2008, English, 114, Gina Prince-Bythewood (screenplay)  Sue Monk Kidd (novel), Gina Prince-Bythewood, 7.3, PG-13, tt0416212, 17390, Drama, 12 wins & 16 nominations.
What Happens in Vegas, 2008, 9 May 2008, English, 99, Dana Fox, Tom Vaughan, 6.1, PG-13, tt1033643, 127133, Comedy  Romance, 2 wins & 3 nominations.
Rachel Getting Married, 2008, 31 Oct 2008, English, 113, Jenny Lumet, Jonathan Demme, 6.7, R, tt1084950, 38780, Drama  Romance, Nominated for 1 Oscar. Another 39 wins & 39 nominations.
The X Files: I Want to Believe, 2008, 25 Jul 2008, English, 104, Frank Spotnitz  Chris Carter  Chris Carter (television series "The X-Files"), Chris Carter, 5.9, PG-13, tt0443701, 70619, Drama  Mystery  Sci-Fi, N/A
Transporter 3, 2008, 26 Nov 2008, English, 104, Luc Besson  Robert Mark Kamen  Luc Besson (characters)  Robert Mark Kamen (characters), Olivier Megaton, 6.0, PG-13, tt1129442, 107931, Action  Adventure  Crime, 2 nominations.
Max Payne, 2008, 17 Oct 2008, English, 100, Beau Thorne (screenplay)  Sam Lake (video game by Remedy Entertainment and 3-D Realms Entertainment), John Moore, 5.4, PG-13, tt0467197, 100084, Action  Crime  Drama, 1 nomination.
My Best Friend's Girl, 2008, 19 Sep 2008, English, 101, Jordan Cahan, Howard Deutch, 5.9, R, tt1046163, 34193, Comedy  Romance, 1 nomination.
Saw V, 2008, 24 Oct 2008, English, 92, Patrick Melton (screenplay)  Marcus Dunstan (screenplay), David Hackl, 5.8, R, tt1132626, 77457, Horror  Mystery, 1 win & 1 nomination.
Vantage Point, 2008, 22 Feb 2008, English, 90, Barry L. Levy, Pete Travis, 6.6, PG-13, tt0443274, 119222, Action  Crime  Drama, 2 wins & 2 nominations.
Babylon A.D., 2008, 29 Aug 2008, English, 90, Maurice G. Dantec (novel)  Mathieu Kassovitz (screenplay)  Éric Besnard (scenario and dialogue)  Joseph Simas (screenplay), Mathieu Kassovitz, 5.6, PG-13, tt0364970, 75612, Action  Adventure  Sci-Fi, 1 nomination.
Superhero Movie, 2008, 28 Mar 2008, English, 75, Craig Mazin, Craig Mazin, 4.5, PG-13, tt0426592, 47032, Action  Comedy  Sci-Fi, 1 win.
Blindness, 2008, 3 Oct 2008, English, 121, José Saramago (novel)  Don McKellar (screenplay), Fernando Meirelles, 6.6, R, tt0861689, 55088, Drama  Mystery  Sci-Fi, 15 wins & 18 nominations.
Baby Mama, 2008, 25 Apr 2008, English, 99, Michael McCullers, Michael McCullers, 6.1, PG-13, tt0871426, 30690, Comedy  Romance, 1 win & 4 nominations.
Meet the Spartans, 2008, 25 Jan 2008, English, 86, Jason Friedberg  Aaron Seltzer, Jason Friedberg  Aaron Seltzer, 2.7, PG-13, tt1073498, 82405, Comedy, 5 nominations.
Prom Night, 2008, 11 Apr 2008, English, 88, J.S. Cardone, Nelson McCormick, 3.9, PG-13, tt0926129, 25560, Horror  Mystery, 1 win & 3 nominations.
Madagascar: Escape 2 Africa, 2008, 7 Nov 2008, English, 89, Etan Cohen  Eric Darnell  Tom McGrath, Eric Darnell  Tom McGrath, 6.7, PG, tt0479952, 120369, Animation  Action  Adventure, 3 wins & 9 nominations.
The Rocker, 2008, 20 Aug 2008, English, 102, Maya Forbes (screenplay)  Wallace Wolodarsky (screenplay)  Ryan Jaffe (story), Peter Cattaneo, 6.2, PG-13, tt1031969, 30462, Comedy  Music, N/A
The Women, 2008, 12 Sep 2008, English, 114, Diane English (screenplay)  Clare Boothe Luce (play)  Anita Loos  Jane Murfin, Diane English, 4.9, PG-13, tt0430770, 15309, Comedy  Drama, 4 wins & 2 nominations.
Semi-Pro, 2008, 29 Feb 2008, English, 91, Scot Armstrong, Kent Alterman, 5.8, R, tt0839980, 61614, Comedy  Sport, 1 win & 4 nominations.
Nothing But the Truth, 2008, 29 Jul 2009, English, 108, Rod Lurie, Rod Lurie, 7.2, R, tt1073241, 28235, Drama  Thriller, 2 wins & 2 nominations.
Shutter, 2008, 21 Mar 2008, English, 85, Luke Dawson (screenplay), Masayuki Ochiai, 5.2, PG-13, tt0482599, 23950, Horror  Mystery  Thriller, N/A
Quarantine, 2008, 10 Oct 2008, English, 89, John Erick Dowdle (screenplay)  Drew Dowdle (screenplay)  Jaume Balagueró (motion picture "Rec")  Luiso Berdejo (motion picture "Rec")  Paco Plaza (motion picture "Rec"), John Erick Dowdle, 6.0, R, tt1082868, 51957, Horror  Sci-Fi  Thriller, 1 win & 5 nominations.
Gabriel, 2008–, 21 Sep 2008, Spanish, N/A, Agustin  Raul Alarcon Jr., N/A, 8.0, N/A, tt1274480, 35, Drama, N/A
Traitor, 2008, 27 Aug 2008, English, 114, Jeffrey Nachmanoff (screenplay)  Steve Martin (story)  Jeffrey Nachmanoff (story), Jeffrey Nachmanoff, 7.0, PG-13, tt0988047, 46915, Action  Crime  Drama, 5 nominations.
Nim's Island, 2008, 4 Apr 2008, English, 96, Joseph Kwong (screenplay)  Paula Mazur (screenplay)  Mark Levin (screenplay)  Jennifer Flackett (screenplay)  Wendy Orr (novel), Jennifer Flackett  Mark Levin, 6.0, PG, tt0410377, 25976, Adventure  Comedy  Family, 3 nominations.
Miss Pettigrew Lives for a Day, 2008, 15 Aug 2008, English, 92, David Magee (screenplay)  Simon Beaufoy (screenplay)  Winifred Watson (novel), Bharat Nalluri, 7.1, PG-13, tt0970468, 20191, Comedy  Romance, 1 nomination.
Starz Inside: Fantastic Flesh, 2008, 7 Oct 2008, English, 60, N/A, Kevin VanHook, 7.5, N/A, tt1292039, 195, Documentary  History, N/A
The Ruins, 2008, 4 Apr 2008, English, 90, Scott B. Smith (screenplay)  Scott B. Smith (novel), Carter Smith, 5.9, R, tt0963794, 55958, Horror  Thriller, 5 nominations.
Frost/Nixon, 2008, 23 Jan 2009, English, 122, Peter Morgan (screenplay)  Peter Morgan (play), Ron Howard, 7.7, R, tt0870111, 83248, Drama  History, Nominated for 5 Oscars. Another 22 wins & 63 nominations.
Righteous Kill, 2008, 12 Sep 2008, English, 101, Russell Gewirtz, Jon Avnet, 6.0, R, tt1034331, 68416, Action  Crime  Drama, 2 nominations.
The Wackness, 2008, 29 Aug 2008, English, 99, Jonathan Levine, Jonathan Levine, 7.0, R, tt1082886, 25864, Comedy  Drama  Romance, 3 wins & 4 nominations.
Surfer  Dude, 2008, 5 Sep 2008, English, 85, S.R. Bindler  Mark Gustawes (screenplay)  George R. Mays  Cory Van Dyke (screenplay), S.R. Bindler, 4.7, R, tt0976247, 6810, Comedy, N/A
Deception, 2008, 25 Apr 2008, English, 107, Mark Bomback, Marcel Langenegger, 6.0, R, tt0800240, 30283, Crime  Drama  Mystery, N/A
Keith, 2008, 13 Sep 2008, English, 93, David Zabel (screenplay)  Todd Kessler (screenplay)  Ron Carlson (story), Todd Kessler, 7.6, PG-13, tt0435679, 27368, Drama  Romance, N/A
The Midnight Meat Train, 2008, 7 Aug 2008, English, 100, Jeff Buhler (screenplay)  Clive Barker (short story "The Midnight Meat Train"), Ryûhei Kitamura, 6.2, R, tt0805570, 43315, Horror  Thriller, 4 wins & 4 nominations.
Flashbacks of a Fool, 2008, 17 Oct 2008, English, 109, Baillie Walsh, Baillie Walsh, 6.8, R, tt1037218, 9497, Drama, N/A
Transsiberian, 2008, 24 Oct 2008, English, 111, Brad Anderson  Will Conroy, Brad Anderson, 6.7, R, tt0800241, 39503, Crime  Drama  Mystery, 2 wins & 11 nominations.
Starship Troopers 3: Marauder, 2008, 5 Aug 2008, English, 105, Edward Neumeier, Edward Neumeier, 4.4, R, tt0844760, 18093, Action  Adventure  Sci-Fi, N/A
Drillbit Taylor, 2008, 21 Mar 2008, English, 110, Kristofor Brown (screenplay)  Seth Rogen (screenplay)  John Hughes (story)  Kristofor Brown (story)  Seth Rogen (story), Steven Brill, 5.7, PG-13, tt0817538, 46661, Comedy  Drama, 1 win & 2 nominations.
Fireproof, 2008, 26 Sep 2008, English, 122, Alex Kendrick (story)  Stephen Kendrick (story), Alex Kendrick, 6.5, PG, tt1129423, 14819, Drama  Romance, N/A
Pathology, 2008, 11 Apr 2008, English, 95, Mark Neveldine  Brian Taylor, Marc Schölermann, 6.0, R, tt0964539, 24857, Crime  Horror  Thriller, N/A
The Love Guru, 2008, 20 Jun 2008, English, 87, Mike Myers  Graham Gordy, Marco Schnabel, 3.8, PG-13, tt0811138, 40654, Comedy  Romance  Sport, 5 wins & 7 nominations.
Cadillac Records, 2008, 5 Dec 2008, English, 109, Darnell Martin, Darnell Martin, 7.0, R, tt1042877, 13806, Biography  Drama  History, Nominated for 1 Golden Globe. Another 7 wins & 19 nominations.
Appaloosa, 2008, 3 Oct 2008, English, 115, Robert Knott (screenplay)  Ed Harris (screenplay)  Robert B. Parker (novel), Ed Harris, 6.8, R, tt0800308, 47257, Crime  Drama  Western, 3 wins.
Untraceable, 2008, 25 Jan 2008, English, 101, Robert Fyvolent (screenplay)  Mark Brinker (screenplay)  Allison Burnett (screenplay)  Robert Fyvolent (story)  Mark Brinker (story), Gregory Hoblit, 6.2, R, tt0880578, 38700, Crime  Drama  Thriller, 1 win.
Extreme Movie, 2008, 29 Jul 2009, English, 86, Adam Jay Epstein  Andrew Jacobson  Will Forte  John Solomon  Andy Samberg  Akiva Schaffer  Jorma Taccone  Erica Rivinoja  Phil Lord  Christopher Miller, Adam Jay Epstein  Andrew Jacobson, 3.8, R, tt0806147, 9064, Comedy, N/A
Pride and Glory, 2008, 24 Oct 2008, English, 130, Joe Carnahan (screenplay)  Gavin O'Connor (screenplay)  Gavin O'Connor (story)  Greg O'Connor (story)  Robert Hopes (story), Gavin O'Connor, 6.7, R, tt0482572, 49751, Crime  Drama  Thriller, 2 nominations.
Loft, 2008, 22 Oct 2008, Flemish, 118, Bart De Pauw (screenplay), Erik Van Looy, 7.4, N/A, tt0926762, 10700, Crime  Drama  Mystery, N/A
Brideshead Revisited, 2008, 25 Jul 2008, English, 133, Andrew Davies  Jeremy Brock  Evelyn Waugh (novel), Julian Jarrold, 6.7, PG-13, tt0412536, 9145, Drama  Romance, 10 nominations.
Restraint, 2008, 19 Aug 2008, English, 94, Dave Warner, David Denneen, 6.2, R, tt0441782, 4504, Drama  Thriller, N/A
Ghost Town, 2008, 19 Sep 2008, English, 102, David Koepp  John Kamps, David Koepp, 6.7, PG-13, tt0995039, 56997, Comedy  Drama  Fantasy, 2 wins & 2 nominations.
Repo! The Genetic Opera, 2008, 20 Nov 2008, English, 98, Darren Smith (screenplay)  Terrance Zdunich (screenplay)  Darren Smith (play)  Terrance Zdunich (play), Darren Lynn Bousman, 6.7, R, tt0963194, 18756, Horror  Musical  Sci-Fi, 4 wins.
Stone of Destiny, 2008, 19 Dec 2008, English, 96, Ian Hamilton (book)  Charles Martin Smith, Charles Martin Smith, 6.8, PG, tt1037156, 2583, Adventure  Crime  Drama, 3 wins & 6 nominations.
What Just Happened, 2008, 28 Nov 2008, English, 104, Art Linson  Art Linson (book), Barry Levinson, 5.7, R, tt0486674, 22648, Comedy  Drama, N/A
Choke, 2008, 30 Oct 2008, English, 92, Clark Gregg (screenplay)  Chuck Palahniuk (novel), Clark Gregg, 6.5, R, tt1024715, 27165, Comedy  Drama, 2 wins & 6 nominations.
The Eye, 2008, 1 Feb 2008, English, 98, Sebastian Gutierrez (screenplay)  Yuet-Jan Hui  Oxide Pang Chun  Danny Pang, David Moreau  Xavier Palud, 5.4, PG-13, tt0406759, 40813, Drama  Horror  Thriller, 2 wins & 3 nominations.
Four Christmases, 2008, 26 Nov 2008, English, 88, Matt Allen (screenplay)  Caleb Wilson (screenplay)  Jon Lucas (screenplay)  Scott Moore (screenplay)  Matt Allen (story)  Caleb Wilson (story), Seth Gordon, 5.6, PG-13, tt0369436, 43487, Comedy  Drama  Romance, 1 win & 1 nomination.
Leatherheads, 2008, 4 Apr 2008, English, 114, Duncan Brantley  Rick Reilly, George Clooney, 6.0, PG-13, tt0379865, 26344, Comedy  Drama  Romance, 3 nominations.
Stop-Loss, 2008, 28 Mar 2008, English, 112, Mark Richard  Kimberly Peirce, Kimberly Peirce, 6.5, R, tt0489281, 16999, Drama  War, 2 wins & 5 nominations.
Passengers, 2008, 26 Sep 2008, English, 93, Ronnie Christensen, Rodrigo García, 5.8, PG-13, tt0449487, 25003, Drama  Mystery  Romance, N/A
Shelter, 2008, 25 Nov 2008, English, 101, Chris Elston, Chris Elston, 5.3, N/A, tt0834952, 148, Drama, N/A
One Missed Call, 2008, 4 Jan 2008, English, 87, Andrew Klavan (screenplay)  Yasushi Akimoto (novel)  Minako Daira (screenplay), Eric Valette, 3.9, PG-13, tt0479968, 24701, Horror  Mystery, 2 nominations.
The Visitor, 2008, 8 Dec 2008, Finnish, 105, Jan Forsström  J.-P. Valkeapää, J.-P. Valkeapää, 6.5, N/A, tt0969307, 422, Drama, 4 wins & 4 nominations.
Stiletto, 2008, 29 Apr 2008, English, 99, Paul Sloan, Nick Vallelonga, 5.0, R, tt1027747, 2005, Action  Crime  Drama, N/A
Bottle Shock, 2008, 19 Sep 2008, English, 110, Jody Savin (screenplay)  Randall Miller (screenplay)  Ross Schwartz (screenplay)  Ross Schwartz (story)  Lannette Pabon (story)  Jody Savin (story)  Randall Miller (story), Randall Miller, 6.8, PG-13, tt0914797, 10846, Comedy  Drama, 1 win.
Happy-Go-Lucky, 2008, 18 Apr 2008, English, 118, Mike Leigh, Mike Leigh, 7.0, R, tt1045670, 29879, Comedy  Drama, Nominated for 1 Oscar. Another 48 wins & 36 nominations.
A Wednesday, 2008, 5 Sep 2008, Hindi, 104, Neeraj Pandey (story)  Neeraj Pandey (script), Neeraj Pandey, 8.4, N/A, tt1280558, 30777, Crime  Drama  Mystery, 7 wins & 20 nominations.
Lakeview Terrace, 2008, 19 Sep 2008, English, 110, David Loughery (screenplay)  Howard Korder (screenplay)  David Loughery (story), Neil LaBute, 6.2, PG-13, tt0947802, 37423, Crime  Drama  Thriller, 1 nomination.
Zombie Strippers!, 2008, 19 Sep 2008, English, 94, Jay Lee, Jay Lee, 4.2, R, tt0960890, 14939, Comedy  Horror, 1 nomination.
Mad Money, 2008, 18 Jan 2008, English, 104, Glenn Gers (screenplay)  John Mister (earlier screenplay)  Neil McKay (screenplay)  Terry Winsor (screenplay), Callie Khouri, 5.8, PG-13, tt0951216, 15730, Comedy  Crime  Thriller, 2 nominations.
Be Kind Rewind, 2008, 22 Feb 2008, English, 102, Michel Gondry, Michel Gondry, 6.4, PG-13, tt0799934, 75526, Comedy  Drama, 2 nominations.
Bangkok Dangerous, 2008, 5 Sep 2008, English, 99, Jason Richman (screenplay)  Oxide Pang Chun  Danny Pang, Oxide Pang Chun  Danny Pang, 5.4, R, tt0814022, 44695, Action  Crime  Thriller, 1 nomination.
Flawless, 2008, N/A, English, 10, Stanislava Buevich (original screenplay), Stanislava Buevich, 4.3, N/A, tt1338597, 11, Short  Drama, N/A
Forever Strong, 2008, 26 Sep 2008, English, 112, David Pliler  Dony West (song), Ryan Little, 7.3, PG-13, tt0840322, 8165, Drama  Sport, 1 win.
Don't Look Down, 2008, 30 Oct 2008, Spanish, 85, Eliseo Subiela, Eliseo Subiela, 6.1, R, tt1233487, 1663, Drama  Romance, 2 wins.
The Tale of Despereaux, 2008, 19 Dec 2008, English, 93, Kate DiCamillo (book)  Will McRobb (screen story)  Gary Ross  Chris Viscardi (screen story), Sam Fell  Robert Stevenhagen, 6.1, G, tt0420238, 29257, Adventure  Animation  Comedy, 1 win & 8 nominations.
Good Dick, 2008, 3 Oct 2008, English, 86, Marianna Palka, Marianna Palka, 6.5, R, tt0944101, 6287, Comedy  Drama  Romance, 1 win & 1 nomination.
Heroes: Going Postal, 2008, 14 Jul 2008, English, 3, N/A, N/A, 5.9, N/A, tt1259071, 103, Drama  Sci-Fi, N/A
Chop Shop Chicas, 2008, 1 Oct 2008, English, 87, N/A, Brad Armstrong, N/A, X, tt1291671, N/A, Adult, 1 nomination.
The Promotion, 2008, 28 Aug 2008, English, 86, Steve Conrad, Steve Conrad, 5.7, R, tt0803057, 15808, Comedy, N/A
Garden Party, 2008, 30 May 2008, English, 88, Jason Freeland, Jason Freeland, 5.7, NOT RATED, tt0828393, 2866, Drama, N/A
My Sassy Girl, 2008, 26 Jun 2008, English, 92, Victor Levin (screenplay)  Jae-young Kwak (earlier screenplay)  Ho-sik Kim (novel), Yann Samuell, 6.3, PG-13, tt0404254, 15973, Comedy  Drama  Romance, 1 nomination.
Splinter, 2008, 3 Apr 2009, English, 82, Ian Shorr  Kai Barry, Toby Wilkins, 6.1, R, tt1031280, 24192, Horror  Sci-Fi  Thriller, 7 wins & 1 nomination.
Felon, 2008, 17 Jul 2008, English, 104, Ric Roman Waugh, Ric Roman Waugh, 7.5, R, tt1117385, 62803, Crime  Drama, N/A
Whore, 2008, 20 Oct 2008, English, N/A, Thomas Dekker (screenplay), Thomas Dekker, 5.7, R, tt1210120, 443, Drama, N/A
Chaos Theory, 2008, 16 Oct 2008, English, 87, Daniel Taplitz, Marcos Siega, 6.8, PG-13, tt0460745, 25965, Comedy  Drama  Romance, N/A
I Can't Think Straight, 2008, 1 Nov 2008, English, 82, Shamim Sarif (screenplay)  Kelly Moss (screenplay), Shamim Sarif, 6.7, PG-13, tt0830570, 4858, Drama  Romance, 3 wins & 1 nomination.
Sucker Punch, 2008, 18 Oct 2011, English, 92, Malcolm Martin, Malcolm Martin, 5.1, R, tt0762137, 871, Action, N/A
Rogue Nation, 2008–, 15 Mar 2009, English, N/A, N/A, N/A, 7.1, N/A, tt1312202, 16, Drama  History, N/A
The Horseman, 2008, 1 Apr 2009, English, 96, Steven Kastrissios, Steven Kastrissios, 6.6, R, tt1060255, 3791, Crime  Thriller, 2 wins.
Meet Dave, 2008, 11 Jul 2008, English, 90, Rob Greenberg  Bill Corbett, Brian Robbins, 4.9, PG, tt0765476, 28867, Adventure  Comedy  Family, 1 win & 3 nominations.
The Secret of Moonacre, 2008, 6 Feb 2009, English, 103, Lucy Shuttleworth (screenplay)  Graham Alborough (screenplay)  Elizabeth Goudge (book), Gabor Csupo, 6.2, PG, tt0396707, 6799, Adventure  Family  Fantasy, N/A
Strange Wilderness, 2008, 1 Feb 2008, English, 87, Peter Gaulke  Fred Wolf, Fred Wolf, 5.3, R, tt0489282, 17648, Comedy, N/A
Max Manus: Man of War, 2008, 3 Sep 2010, Norwegian, 118, Thomas Nordseth-Tiller, Joachim Rønning  Espen Sandberg, 7.4, NOT RATED, tt1029235, 19918, Action  Biography  Drama, 7 wins & 4 nominations.
Ghajini, 2008, 25 Dec 2008, Hindi, 183, Piyush Mishra (dialogue)  A.R. Murugadoss (story), A.R. Murugadoss, 7.3, N/A, tt1166100, 27951, Action  Drama  Mystery, 7 wins & 16 nominations.
Turning Darkness Into Light: The Making of 'Hounddog', 2008, 17 Sep 2008, English, 12, Jon McCallum, Jon McCallum, N/A, N/A, tt1417052, N/A, Documentary  Short, N/A
Beverly Hills Chihuahua, 2008, 3 Oct 2008, English, 91, Analisa LaBianco (screenplay)  Jeffrey Bushell (screenplay)  Jeffrey Bushell (story), Raja Gosnell, 3.7, PG, tt1014775, 16650, Adventure  Comedy  Drama, 2 wins & 7 nominations.
Justice League: The New Frontier, 2008, 26 Feb 2008, English, 75, Stan Berkowitz  Darwyn Cooke (additional material)  Darwyn Cooke (graphic novel)  Bob Kane (creator)  Jerry Siegel (creator)  Joe Shuster (creator)  William M. Marston (creator)  Bill Finger (creator), Dave Bullock, 7.1, PG-13, tt0902272, 10395, Animation  Action  Adventure, Nominated for 1 Primetime Emmy. Another 2 nominations.
Igor, 2008, 19 Sep 2008, English, 87, Chris McKenna  John Hoffman (additional screenplay)  Anthony Leondis (additional screenplay)  Dimitri Toscas (additional screenplay), Anthony Leondis, 6.1, PG, tt0465502, 18647, Animation  Comedy  Family, 1 nomination.
JCVD, 2008, 4 Jun 2008, French, 97, Mabrouk El Mechri (scenario)  Frédéric Benudis (in collaboration with)  Mabrouk El Mechri (adaptation)  Frédéric Taddeï (original idea)  Vincent Ravalec (original idea)  Christophe Turpin, Mabrouk El Mechri, 7.2, R, tt1130988, 31682, Comedy  Crime  Drama, 2 nominations.
Cleaner, 2008, 25 Jul 2008, English, 17, David Chan Cordeiro (story)  Andrew Makishima (story)  Andrew Makishima, Andrew Makishima, 7.0, NOT RATED, tt1265592, 28, Short  Action, N/A
Over Her Dead Body, 2008, 1 Feb 2008, English, 95, Jeff Lowell, Jeff Lowell, 5.2, PG-13, tt0785007, 20041, Comedy  Fantasy  Romance, N/A
Hell Ride, 2008, 17 Jan 2009, English, 84, Larry Bishop, Larry Bishop, 5.1, R, tt0411475, 13583, Action  Drama  Thriller, 1 win.
Asylum, 2008, 15 Jul 2008, English, 93, Ethan Lawrence, David R. Ellis, 4.0, R, tt0804443, 2705, Horror  Sci-Fi  Thriller, N/A
Strictly Sexual, 2008, 24 Feb 2009, English, 100, Stevie Long, Joel Viertel, 6.5, R, tt0494277, 4261, Comedy  Drama  Romance, N/A
College, 2008, 29 Aug 2008, English, 94, Dan Callahan  Adam Ellison, Deb Hagan, 4.6, R, tt0844671, 10547, Comedy, N/A
Welcome Home  Roscoe Jenkins, 2008, 8 Feb 2008, English, 114, Malcolm D. Lee, Malcolm D. Lee, 5.2, PG-13, tt0494652, 9933, Comedy  Romance, N/A
Far Cry, 2008, 2 Oct 2008, English, 95, Michael Roesch  Peter Scheerer  Masaji Takei, Uwe Boll, 3.2, R, tt0400426, 10776, Action  Adventure  Sci-Fi, N/A
Kit Kittredge: An American Girl, 2008, 2 Jul 2008, English, 101, Ann Peacock  Valerie Tripp (Kit Kittredge stories), Patricia Rozema, 6.7, G, tt0846308, 4351, Drama  Family, 2 wins & 5 nominations.
Angel, 2008, 19 Mar 2008, Swedish, N/A, Michael Baker  Colin Nutley, Colin Nutley, 2.5, N/A, tt1183723, 415, Drama, N/A
College Road Trip, 2008, 7 Mar 2008, English, 83, Emi Mochizuki  Carrie Lee Wilson  Cinco Paul  Ken Daurio, Roger Kumble, 4.2, G, tt0997047, 12315, Adventure  Comedy  Drama, 1 nomination.
War  Inc., 2008, 4 Sep 2008, English, 107, Mark Leyner  Jeremy Pikser  John Cusack, Joshua Seftel, 5.7, R, tt0884224, 19286, Action  Comedy  Thriller, 1 nomination.
Gardens of the Night, 2008, 21 Nov 2008, English, 110, Damian Harris, Damian Harris, 7.0, R, tt0833960, 3157, Drama, 3 wins & 4 nominations.
Good, 2008, 17 Apr 2009, English, 96, C.P. Taylor (stage play)  John Wrathall (screenplay), Vicente Amorim, 6.2, R, tt0436364, 5155, Drama  Romance  War, 2 nominations.
The Lucky Ones, 2008, 26 Sep 2008, English, 115, Neil Burger  Dirk Wittenborn, Neil Burger, 7.0, R, tt0981072, 10844, Comedy  Drama  War, N/A
What Doesn't Kill You, 2008, 10 Sep 2009, English, 100, Brian Goodman  Paul T. Murray  Donnie Wahlberg, Brian Goodman, 6.7, R, tt1133991, 9103, Crime  Drama, 1 nomination.
Elegy, 2008, 18 Apr 2008, English, 112, Nicholas Meyer (screenplay)  Philip Roth (novel), Isabel Coixet, 6.8, R, tt0974554, 18230, Drama  Romance, 3 wins & 5 nominations.
Frozen River, 2008, 31 Oct 2008, English, 97, Courtney Hunt, Courtney Hunt, 7.2, R, tt0978759, 20527, Crime  Drama, Nominated for 2 Oscars. Another 41 wins & 25 nominations.
Swing Vote, 2008, 1 Aug 2008, English, 120, Jason Richman  Joshua Michael Stern, Joshua Michael Stern, 6.1, PG-13, tt1027862, 14169, Comedy  Drama, 1 nomination.
Hamlet 2, 2008, 27 Aug 2008, English, 92, Pam Brady  Andrew Fleming, Andrew Fleming, 6.4, R, tt1104733, 14786, Comedy  Music, 2 nominations.
Smart People, 2008, 11 Apr 2008, English, 95, Mark Poirier, Noam Murro, 6.2, R, tt0858479, 20027, Comedy  Drama  Romance, 2 nominations.
Adulthood, 2008, 20 Jun 2008, English, 99, Noel Clarke, Noel Clarke, 6.7, N/A, tt1126596, 8667, Crime  Drama, N/A
Flash of Genius, 2008, 3 Oct 2008, English, 119, Philip Railsback  John Seabrook (article), Marc Abraham, 7.0, PG-13, tt1054588, 13500, Biography  Drama, 1 win.
Miracle at St. Anna, 2008, 26 Sep 2008, English, 160, James McBride (screenplay)  James McBride (novel), Spike Lee, 6.0, R, tt1046997, 14916, Action  Crime  Drama, 2 wins & 9 nominations.
First Sunday, 2008, 11 Jan 2008, English, 96, David E. Talbert, David E. Talbert, 4.2, PG-13, tt0486578, 7270, Comedy  Crime  Drama, N/A
The Human Contract, 2008, 18 Mar 2010, English, 103, Jada Pinkett Smith, Jada Pinkett Smith, 5.3, R, tt1109477, 1409, Drama, N/A
Day of the Dead, 2008, 8 Apr 2008, English, 86, Jeffrey Reddick (screenplay)  George A. Romero (motion picture "Day of the Dead"), Steve Miner, 4.5, R, tt0489018, 16849, Action  Horror, 1 nomination.
Center Stage: Turn It Up, 2008, 1 Nov 2008, English, 95, Carol Heikkinen (based on characters created by)  Karen Bloch Morse, Steven Jacobson, 6.2, PG-13, tt1145144, 4213, Drama  Music, N/A
